,Room Type,Neighbourhood,Neighbourhood Group,latitude,longitude,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
430,Private room,Rego Park,Queens,40.7265118644068,-73.8617123728814,59.0847457627119,1.72881355932203,25.7118644067797,3.11864406779661,131.135593220339
431,Shared room,Rego Park,Queens,40.7292071428571,-73.8643728571429,45.7142857142857,9.71428571428571,10.7142857142857,2.14285714285714,49.4285714285714
432,Entire home/apt,Richmond Hill,Queens,40.6951560606061,-73.8290396969697,139.545454545455,10.5151515151515,35.969696969697,1.51515151515152,215.151515151515
433,Private room,Richmond Hill,Queens,40.6932654385965,-73.8306031578947,58,2.15789473684211,35.5614035087719,3.17543859649123,181
434,Shared room,Richmond Hill,Queens,40.69219,-73.8314966666667,72.6666666666667,1,5.33333333333333,3,181.666666666667
435,Entire home/apt,Ridgewood,Queens,40.7044322834646,-73.9055103937008,126.259842519685,5.90551181102362,26.2992125984252,1.39370078740157,100.582677165354
436,Private room,Ridgewood,Queens,40.7039189788732,-73.9060635915493,56.2605633802817,8.26056338028169,15.556338028169,3.78521126760563,117.443661971831
437,Shared room,Ridgewood,Queens,40.704066,-73.905102,34.1,27.3,2,4.7,227.4
438,Entire home/apt,Rockaway Beach,Queens,40.5874783333333,-73.8140769047619,148.738095238095,3.30952380952381,26.6666666666667,1.57142857142857,135.571428571429
439,Private room,Rockaway Beach,Queens,40.5872992857143,-73.8129014285714,82.5,3.21428571428571,17,1.14285714285714,243
440,Entire home/apt,Rosedale,Queens,40.65765875,-73.734343125,118,3.9375,28.9375,1.5,207.1875
441,Private room,Rosedale,Queens,40.6601425581395,-73.7344981395349,61.3255813953488,3.3953488372093,28.1395348837209,2.30232558139535,167.06976744186
442,Entire home/apt,South Ozone Park,Queens,40.67322,-73.8028721428571,129,2,70.6428571428571,1.5,205.142857142857
443,Private room,South Ozone Park,Queens,40.671435,-73.8088138888889,69,3.33333333333333,52.6666666666667,3,180.666666666667
444,Shared room,South Ozone Park,Queens,40.6724325,-73.7962325,31,4.5,1.25,7.25,365
445,Entire home/apt,Springfield Gardens,Queens,40.6672766666667,-73.7612427272727,126,2.57575757575758,67.8181818181818,1.78787878787879,189.333333333333
446,Private room,Springfield Gardens,Queens,40.6679739215686,-73.7631162745098,73.1764705882353,1.68627450980392,70.9607843137255,3.68627450980392,217.235294117647
447,Shared room,Springfield Gardens,Queens,40.66684,-73.76645,120,1,16,1,14
448,Entire home/apt,St. Albans,Queens,40.6961944444444,-73.759162962963,163.666666666667,2.07407407407407,31.2592592592593,1.74074074074074,231.740740740741
449,Private room,St. Albans,Queens,40.6953773469388,-73.7636681632653,66.2040816326531,1.77551020408163,35.5102040816327,2.71428571428571,222.795918367347
450,Entire home/apt,Sunnyside,Queens,40.7441070895522,-73.9197493283582,121.925373134328,6.6044776119403,21.1492537313433,1.42537313432836,92.6865671641791
451,Private room,Sunnyside,Queens,40.7416421782178,-73.9210153465347,63.5742574257426,7.82673267326733,24.5990099009901,10.8415841584158,135.945544554455
452,Shared room,Sunnyside,Queens,40.7398092,-73.92329,39.04,2.32,10.68,6.36,230.04
453,Entire home/apt,Whitestone,Queens,40.78946,-73.8219133333333,263.333333333333,2,7.33333333333333,1,265.333333333333
454,Private room,Whitestone,Queens,40.78228,-73.81742625,49.125,1.875,28.375,2,144.25
455,Entire home/apt,Woodhaven,Queens,40.6923347368421,-73.8562931578947,106.947368421053,3.47368421052632,25.9473684210526,3.26315789473684,158.578947368421
456,Private room,Woodhaven,Queens,40.6918043939394,-73.8591645454545,53.9393939393939,2.62121212121212,33.9848484848485,3.93939393939394,215.681818181818
457,Shared room,Woodhaven,Queens,40.69403,-73.85081,34.5,1,28,3,200.5
458,Entire home/apt,Woodside,Queens,40.7460177777778,-73.9028241269841,148.714285714286,3.53968253968254,42.0476190476191,1.50793650793651,155.507936507937
459,Private room,Woodside,Queens,40.7458957894737,-73.902684619883,61.7777777777778,12.859649122807,13.906432748538,26.0701754385965,121.140350877193
460,Shared room,Woodside,Queens,40.74508,-73.90291,65,2,8,1,89
461,Entire home/apt,Arden Heights,Staten Island,40.5555066666667,-74.1850433333333,76,12,8,1,125.666666666667
462,Private room,Arden Heights,Staten Island,40.54312,-74.17388,41,2,7,1,0
463,Entire home/apt,Arrochar,Staten Island,40.592884,-74.070155,189.7,2,16.9,2.3,213.9
464,Private room,Arrochar,Staten Island,40.595204,-74.079821,46.8,3.1,13.8,6.1,304.4
465,Entire home/apt,"Bay Terrace, Staten Island",Staten Island,40.551435,-74.140495,102.5,16.5,1.5,1,0
466,Private room,Bull's Head,Staten Island,40.60115,-74.1663716666667,47.3333333333333,12.1666666666667,15.3333333333333,2.33333333333333,165.666666666667
467,Entire home/apt,Castleton Corners,Staten Island,40.615525,-74.12639,182,2.5,50.5,1,195
468,Private room,Castleton Corners,Staten Island,40.61868,-74.119625,97.5,15.5,0,1,182.5
469,Entire home/apt,Clifton,Staten Island,40.6208225,-74.07892,91.25,1.75,80.375,1.75,249
470,Private room,Clifton,Staten Island,40.6190233333333,-74.0832233333333,49.6666666666667,1.66666666666667,20.6666666666667,5,142
471,Shared room,Clifton,Staten Island,40.61596,-74.0855975,98.75,2.25,0.75,7,105.75
472,Entire home/apt,Concord,Staten Island,40.60436,-74.07758,142.5,3.25,14,1.25,202
473,Private room,Concord,Staten Island,40.6016063157895,-74.0854447368421,44.9473684210526,6,31.1052631578947,5.47368421052632,299.210526315789
474,Shared room,Concord,Staten Island,40.60145,-74.0850266666667,29.6666666666667,2.33333333333333,0.333333333333333,6,50.6666666666667
475,Entire home/apt,Dongan Hills,Staten Island,40.581645,-74.0945875,101.25,3,33.5,1,103.5
476,Private room,Dongan Hills,Staten Island,40.57873,-74.09168,50.3333333333333,1,8,3,229
477,Entire home/apt,Eltingville,Staten Island,40.540225,-74.150275,184.5,7.5,41.5,2,160.5
478,Private room,Eltingville,Staten Island,40.54268,-74.16254,56,1,145,1,258
479,Entire home/apt,Emerson Hill,Staten Island,40.608385,-74.117335,63.5,1.5,27,2,51
480,Private room,Emerson Hill,Staten Island,40.6063466666667,-74.1351266666667,71.3333333333333,1.66666666666667,0.666666666666667,1,100.666666666667
481,Entire home/apt,Fort Wadsworth,Staten Island,40.59546,-74.06092,800,7,0,3,365
482,Entire home/apt,Graniteville,Staten Island,40.6237,-74.16596,93,2.5,21.5,1,131.5
483,Private room,Graniteville,Staten Island,40.62109,-74.16534,20,3,80,1,226
484,Entire home/apt,Grant City,Staten Island,40.5789575,-74.10935,71.75,3,40,2.5,243.25
485,Private room,Grant City,Staten Island,40.578875,-74.10929,29.5,14,0.5,2,234.5
486,Entire home/apt,Great Kills,Staten Island,40.553108,-74.146116,92.4,19.8,32.8,1.4,163
487,Private room,Great Kills,Staten Island,40.54683,-74.143498,108.8,1.6,20,2.2,134.2
488,Entire home/apt,Grymes Hill,Staten Island,40.6147066666667,-74.0929733333333,170.833333333333,2,12.1666666666667,1,154.333333333333
489,Private room,Grymes Hill,Staten Island,40.6157,-74.0985,89,1,1,1,65
490,Entire home/apt,Howland Hook,Staten Island,40.631295,-74.17262,100,3.5,20.5,1,225.5
491,Entire home/apt,Huguenot,Staten Island,40.5394666666667,-74.17168,118.333333333333,1.66666666666667,55.6666666666667,1.66666666666667,208
492,Entire home/apt,Lighthouse Hill,Staten Island,40.576795,-74.13456,157.5,2,39,1,215.5
493,Entire home/apt,Mariners Harbor,Staten Island,40.6327566666667,-74.1571566666667,120,2.66666666666667,9.33333333333333,1,204.333333333333
494,Private room,Mariners Harbor,Staten Island,40.633432,-74.160452,79.4,2.2,29,1,183.8
495,Entire home/apt,Midland Beach,Staten Island,40.57457,-74.095404,94.2,3.4,6,1,211.6
496,Private room,Midland Beach,Staten Island,40.56933,-74.09493,80,1,7,1,358
497,Entire home/apt,New Brighton,Staten Island,40.64098,-74.0935,249,2,8,1,241
498,Private room,New Brighton,Staten Island,40.643015,-74.0928225,65,9.25,48.25,1.5,118
499,Entire home/apt,New Dorp,Staten Island,40.57044,-74.11747,57,1,0,1,0
500,Entire home/apt,New Dorp Beach,Staten Island,40.563085,-74.100235,85.5,3,0,1,23
501,Private room,New Dorp Beach,Staten Island,40.56599,-74.1033833333333,38.6666666666667,1.33333333333333,24.6666666666667,1.66666666666667,275.333333333333
502,Entire home/apt,New Springville,Staten Island,40.585545,-74.15909,98.75,1.75,28,1,44.75
503,Private room,New Springville,Staten Island,40.58348,-74.15653,53.25,3.5,30.75,2.5,85.75
504,Entire home/apt,Oakwood,Staten Island,40.561435,-74.123385,115,1.5,1.5,2,199.5
505,Private room,Oakwood,Staten Island,40.5598966666667,-74.11541,58.6666666666667,1,2,2.33333333333333,181
506,Entire home/apt,Port Richmond,Staten Island,40.629795,-74.13445,150,30.5,0.5,3,0
507,Private room,Port Richmond,Staten Island,40.6349216666667,-74.133675,48.3333333333333,1.16666666666667,25.3333333333333,2,286.5
508,Entire home/apt,Prince's Bay,Staten Island,40.5252666666667,-74.1985366666667,506.666666666667,6,7.66666666666667,1,29.6666666666667
509,Private room,Prince's Bay,Staten Island,40.527,-74.20941,118,1,0,1,353
510,Entire home/apt,Randall Manor,Staten Island,40.6315988888889,-74.1216355555556,651,1.88888888888889,26,2.11111111111111,280.666666666667
511,Private room,Randall Manor,Staten Island,40.6340544444444,-74.1209188888889,56.8888888888889,3.44444444444444,11,2.77777777777778,299.444444444444
512,Shared room,Randall Manor,Staten Island,40.63136,-74.12559,13,1,9,3,8
513,Entire home/apt,Richmondtown,Staten Island,40.57093,-74.12429,78,3,79,1,300
514,Entire home/apt,Rosebank,Staten Island,40.612802,-74.069982,132.6,2.4,25.2,1,186.6
515,Private room,Rosebank,Staten Island,40.610515,-74.073515,60,1.5,44.5,1,146.5
516,Entire home/apt,Rossville,Staten Island,40.5479,-74.21017,75,3,21,1,59
517,Entire home/apt,Shore Acres,Staten Island,40.608865,-74.0679875,153.75,3,36.5,1,155.75
518,Private room,Shore Acres,Staten Island,40.6087666666667,-74.06504,151.333333333333,2.66666666666667,0,1,59.6666666666667
519,Entire home/apt,Silver Lake,Staten Island,40.62257,-74.09984,80,2,147,1,324
520,Private room,Silver Lake,Staten Island,40.62422,-74.09316,60,3,90,1,0
521,Entire home/apt,South Beach,Staten Island,40.59116,-74.08174,275,4,24,1,127
522,Private room,South Beach,Staten Island,40.5914916666667,-74.0867133333333,69.8333333333333,1.83333333333333,11.6666666666667,2.33333333333333,222.666666666667
523,Shared room,South Beach,Staten Island,40.5895,-74.09663,20,4,1,1,0
524,Entire home/apt,St. George,Staten Island,40.6444234615385,-74.0825111538462,151.576923076923,16.8461538461538,44.2692307692308,1.92307692307692,166.153846153846
525,Private room,St. George,Staten Island,40.6417519047619,-74.0809852380952,73.3333333333333,3.23809523809524,39.8095238095238,2,215.190476190476
526,Entire home/apt,Stapleton,Staten Island,40.630437,-74.079113,160.9,5.4,51.5,1.3,154.1
527,Private room,Stapleton,Staten Island,40.6339729411765,-74.0781317647059,62.5294117647059,1.23529411764706,30.6470588235294,2.47058823529412,251.823529411765
528,Entire home/apt,Todt Hill,Staten Island,40.6011966666667,-74.1082166666667,208.666666666667,6.33333333333333,3.33333333333333,1.66666666666667,101.333333333333
529,Private room,Todt Hill,Staten Island,40.60991,-74.11577,50,2,6,3,52
530,Entire home/apt,Tompkinsville,Staten Island,40.6332813333333,-74.088176,111.466666666667,2.8,50.2,1.73333333333333,183
531,Private room,Tompkinsville,Staten Island,40.633052962963,-74.0855140740741,56.5925925925926,2.03703703703704,61,3.03703703703704,224.111111111111
532,Entire home/apt,Tottenville,Staten Island,40.508916,-74.238408,160.8,2.6,27.8,1.4,228.8
533,Private room,Tottenville,Staten Island,40.503435,-74.241845,105,2,0,1,364.5
534,Entire home/apt,West Brighton,Staten Island,40.632844,-74.11482,111.8,1.6,60.8,2.6,294.8
535,Private room,West Brighton,Staten Island,40.6315815384615,-74.1163969230769,68.5384615384615,6.53846153846154,27.0769230769231,3,267
536,Entire home/apt,Westerleigh,Staten Island,40.61357,-74.13566,103,3,1,1,189
537,Private room,Westerleigh,Staten Island,40.61422,-74.13167,40,2,17,1,36
538,Entire home/apt,Willowbrook,Staten Island,40.59886,-74.13217,249,4,9,2,351
